SKU,Medication Name,Category,Strength,Dosage Form,Brand Name,Purchase Price (₦),Selling Price (₦),Current Stock,Reorder Level,Batch Number,Supplier,Warehouse Location,Expiry Date
SKU01467,Fluoxetine,Psychiatric,10mg,Tablet,Emzor,13373,15411.06,903,33,BT667245,Fidson Healthcare,C3,2027-06-20
SKU01468,Meloxicam,NSAID,400mg,Gel,Evans,2719,3258.3,840,76,BT259375,Evans Medical,D1,2030-02-01
SKU01469,Loratadine,Antihistamine,10mg,Tablet,Swiss Pharma,2692,3579.93,409,97,BT238883,Evans Medical,B3,2029-04-22
SKU01470,Ibuprofen,NSAID,400mg,Gel,Evans,1018,1505.02,175,29,BT542837,Evans Medical,A3,2029-06-27
SKU01471,Magnesium Hydroxide,General Medicine,10mg,Tablet,Swiss Pharma,3417,4335.79,630,78,BT146689,Emzor Pharmaceuticals,B1,2029-03-27
SKU01472,Alprazolam,Psychiatric,100mg,Tablet,Juhel,2286,3406.3,397,99,BT813993,Drugfield Pharmaceuticals,D2,2027-01-05
SKU01473,Amiodarone,General Medicine,25mg,Tablet,Fidson,3173,4696.31,299,53,BT486291,Emzor Pharmaceuticals,A1,2029-02-21
SKU01474,Memantine,General Medicine,5mg,Capsule,Drugfield,12732,14694.33,87,28,BT337342,Emzor Pharmaceuticals,B1,2027-07-21
SKU01475,Betamethasone,Corticosteroid,40mg,Cream,Swiss Pharma,7017,10296.65,944,57,BT221113,Emzor Pharmaceuticals,B2,2030-03-10
SKU01476,Warfarin,Anticoagulant,10mg,Injection,GSK,17293,27048.98,775,36,BT179444,May & Baker Nigeria,D3,2026-12-20
SKU01477,Pilocarpine,General Medicine,50mg,Tablet,Emzor,11959,16712.25,35,65,BT410089,May & Baker Nigeria,B2,2029-08-23
SKU01478,Tacrolimus,General Medicine,10mg,Tablet,Swiss Pharma,419,545.58,1000,61,BT923891,Evans Medical,D1,2029-03-12
SKU01479,Topiramate,Antiepileptic,500mg,Tablet,Fidson,1044,1355.35,418,55,BT136787,Swiss Pharma Nigeria,D1,2028-09-02
SKU01480,Terbutaline,Respiratory,100mcg,Inhaler,Drugfield,2682,3148.08,647,34,BT131870,Fidson Healthcare,C2,2030-03-05
SKU01481,Paroxetine,Psychiatric,10mg,Tablet,May & Baker,9553,12623.86,676,35,BT739454,Drugfield Pharmaceuticals,B3,2027-08-13
SKU01482,Meropenem,Antibiotic,500mg,Capsule,Juhel,15160,18518.83,129,92,BT551065,Swiss Pharma Nigeria,C1,2029-12-28
SKU01483,Venlafaxine,Psychiatric,25mg,Tablet,May & Baker,14734,18877.66,204,98,BT758405,Swiss Pharma Nigeria,C1,2027-05-16
SKU01484,Flucloxacillin,Antibiotic,250mg,Tablet,Fidson,14242,18430.05,348,49,BT440743,Emzor Pharmaceuticals,D3,2028-08-12
SKU01485,Imipenem,Antibiotic,125mg,Injection,May & Baker,18303,22129.6,694,81,BT969213,Drugfield Pharmaceuticals,B2,2029-09-10
SKU01486,Oxybutynin,General Medicine,10mg,Tablet,Fidson,438,590.5,339,54,BT936969,Drugfield Pharmaceuticals,C1,2029-12-21
SKU01487,Vancomycin,Antibiotic,500mg,Capsule,Neimeth,8872,12559.42,756,30,BT747399,Drugfield Pharmaceuticals,A2,2030-05-19
SKU01488,Bupropion,Psychiatric,25mg,Tablet,Swiss Pharma,3776,5397.68,876,63,BT425683,May & Baker Nigeria,C1,2028-09-03
SKU01489,Carbimazole,Antifungal,500mg,Tablet,Pfizer,18778,26549.22,858,41,BT382172,May & Baker Nigeria,D2,2028-08-23
SKU01490,Tacrolimus,General Medicine,100mg,Capsule,Evans,19154,24342.9,46,65,BT906616,Swiss Pharma Nigeria,A3,2029-09-07
SKU01491,Sodium Valproate,Antiepileptic,200mg,Tablet,GSK,8057,10403.47,993,88,BT266452,May & Baker Nigeria,D2,2027-03-03
SKU01492,Imipenem,Antibiotic,125mg,Injection,Drugfield,9972,14716.39,105,91,BT165322,Fidson Healthcare,D3,2030-01-13
SKU01493,Vitamin C,General Medicine,50mg,Capsule,Drugfield,4572,6379.31,336,54,BT456792,Emzor Pharmaceuticals,C1,2030-06-05
SKU01494,Valacyclovir,Antiviral,500mg,Tablet,Drugfield,7409,10271.14,49,91,BT308098,Fidson Healthcare,B3,2029-03-29
SKU01495,Carbimazole,Antifungal,500mg,Capsule,Drugfield,9744,11766.85,619,55,BT385376,Fidson Healthcare,D3,2027-10-03
SKU01496,Sertraline,Psychiatric,100mg,Tablet,Evans,8635,13606.58,819,79,BT208163,Swiss Pharma Nigeria,C3,2029-11-04
SKU01497,Sulfadoxine,Antimalarial,50mg,Injection,Evans,13674,18360.16,476,97,BT179546,Swiss Pharma Nigeria,D1,2028-01-05
SKU01498,Donepezil,General Medicine,5mg,Capsule,May & Baker,19986,30719.83,910,32,BT206511,Fidson Healthcare,A3,2027-11-02
SKU01499,Simvastatin,Statin,10mg,Tablet,Emzor,6038,9426.98,76,99,BT648344,Evans Medical,A1,2028-10-13
SKU01500,Prednisolone,Corticosteroid,5mg,Injection,GSK,5157,6517.98,461,30,BT726180,May & Baker Nigeria,B1,2028-06-04
SKU01501,Carvedilol,General Medicine,50mg,Capsule,Emzor,11162,14234.18,85,50,BT270661,Evans Medical,D3,2027-12-05
SKU01502,Meloxicam,NSAID,200mg,Gel,Evans,17579,27237.33,397,36,BT727929,Fidson Healthcare,B3,2030-04-24
SKU01503,Nystatin,Statin,40mg,Tablet,Pfizer,16051,22533.71,919,72,BT809390,Evans Medical,C2,2028-09-20
SKU01504,Ibuprofen,NSAID,400mg,Tablet,Swiss Pharma,14625,21342.14,789,42,BT530522,Drugfield Pharmaceuticals,D1,2029-07-05
SKU01505,Sildenafil,General Medicine,10mg,Tablet,Juhel,5294,6710.43,919,34,BT997779,Evans Medical,B2,2026-10-25
SKU01506,Ferrous Sulphate,General Medicine,25mg,Capsule,May & Baker,921,1296.37,910,85,BT692632,Swiss Pharma Nigeria,D2,2029-07-21
SKU01507,Pramipexole,General Medicine,25mg,Capsule,GSK,11738,16417.65,16,46,BT267462,Emzor Pharmaceuticals,D2,2028-10-31
SKU01508,Aluminium Hydroxide,General Medicine,5mg,Tablet,Neimeth,8419,11442.64,907,51,BT388981,Evans Medical,C1,2029-11-12
SKU01509,Diazepam,Psychiatric,50mg,Tablet,Neimeth,19202,26166.24,691,28,BT884982,Evans Medical,B2,2027-08-15
SKU01510,Ibuprofen,NSAID,200mg,Tablet,GSK,18511,21803.02,868,69,BT893794,May & Baker Nigeria,B1,2029-07-20
SKU01511,Warfarin,Anticoagulant,2.5mg,Tablet,May & Baker,5643,8344.35,862,85,BT350994,Swiss Pharma Nigeria,A2,2027-06-30
SKU01512,Amitriptyline,Psychiatric,10mg,Tablet,Pfizer,7605,9346.61,449,69,BT361006,Evans Medical,B3,2027-04-25
SKU01513,Nitroglycerin,General Medicine,100mg,Tablet,Swiss Pharma,848,981.87,586,79,BT132982,Drugfield Pharmaceuticals,A2,2027-12-16
SKU01514,Ondansetron,General Medicine,50mg,Capsule,Evans,4135,4776.98,630,65,BT118466,Emzor Pharmaceuticals,A2,2027-04-28
SKU01515,Carbidopa,General Medicine,100mg,Capsule,May & Baker,7984,9623.55,239,74,BT257721,Swiss Pharma Nigeria,A2,2026-11-15
SKU01516,Meropenem,Antibiotic,250mg,Injection,Emzor,11486,14707.98,277,37,BT735048,Evans Medical,A2,2028-06-04
SKU01517,Spironolactone,Diuretic,40mg,Tablet,Evans,14352,18057.54,855,50,BT313301,Swiss Pharma Nigeria,D1,2029-04-03
SKU01518,Lumefantrine,Antimalarial,50mg,Injection,Fidson,6036,7477.27,791,47,BT200686,Drugfield Pharmaceuticals,B2,2030-07-06
SKU01519,Mebendazole,Antifungal,100mg,Cream,May & Baker,6872,10809.83,255,47,BT912722,Drugfield Pharmaceuticals,C1,2029-06-26
SKU01520,Duloxetine,Psychiatric,10mg,Tablet,Evans,1952,2394.76,98,28,BT518953,Fidson Healthcare,C2,2028-01-23
SKU01521,Albendazole,Antifungal,200mg,Tablet,Swiss Pharma,13989,21715.43,269,99,BT215557,Fidson Healthcare,C1,2029-11-18
SKU01522,Loperamide,General Medicine,5mg,Tablet,Fidson,14830,23519.47,474,54,BT874082,Drugfield Pharmaceuticals,B1,2030-01-26
SKU01523,Oxybutynin,General Medicine,10mg,Tablet,Swiss Pharma,3477,5531.21,712,86,BT242278,Drugfield Pharmaceuticals,D3,2029-09-10
SKU01524,Chloroquine,Antimalarial,100mg,Injection,May & Baker,9859,11513.81,130,34,BT651866,Fidson Healthcare,A2,2027-11-24
SKU01525,Diltiazem,Antihypertensive,5mg,Tablet,Juhel,9234,12112.2,891,38,BT899113,Swiss Pharma Nigeria,D1,2030-04-17
SKU01526,Ethambutol,Antibiotic,250mg,Suspension,May & Baker,15868,24093.99,126,44,BT295475,Drugfield Pharmaceuticals,D3,2029-05-23
SKU01527,Tetracycline,Antibiotic,250mg,Tablet,GSK,18705,28055.15,28,26,BT177534,Fidson Healthcare,C3,2027-12-13
SKU01528,Pyrazinamide,Antibiotic,625mg,Capsule,Emzor,9275,12222.51,477,70,BT235300,Emzor Pharmaceuticals,A1,2029-04-29
SKU01529,Levofloxacin,Antibiotic,250mg,Capsule,Fidson,10582,12462.44,852,98,BT510122,Emzor Pharmaceuticals,D3,2029-11-19
SKU01530,Lisinopril,Antihypertensive,10mg,Tablet,Emzor,689,871.0,649,44,BT396437,Evans Medical,D3,2027-08-08
SKU01531,Gabapentin,Antiepileptic,100mg,Capsule,Emzor,11359,14017.21,390,56,BT746808,Drugfield Pharmaceuticals,C3,2029-05-16
SKU01532,Cimetidine,General Medicine,100mg,Capsule,May & Baker,12907,18104.58,279,79,BT541240,Swiss Pharma Nigeria,A1,2028-01-21
SKU01533,Sulfadoxine,Antimalarial,50mg,Tablet,Fidson,11103,17238.55,568,66,BT174529,Swiss Pharma Nigeria,A1,2028-09-08
SKU01534,Isosorbide Mononitrate,General Medicine,5mg,Tablet,Drugfield,6247,8317.31,523,75,BT934329,May & Baker Nigeria,B2,2027-12-08
SKU01535,Pioglitazone,Antidiabetic,25mg,Tablet,Fidson,16640,19666.08,790,37,BT847245,Emzor Pharmaceuticals,B2,2027-05-08
SKU01536,Latanoprost,General Medicine,100mg,Tablet,Juhel,7902,11419.22,230,41,BT707165,Evans Medical,C2,2028-04-18
SKU01537,Propylthiouracil,General Medicine,25mg,Capsule,Emzor,4206,6239.94,448,40,BT279122,Emzor Pharmaceuticals,B2,2030-02-21
SKU01538,Metoclopramide,General Medicine,5mg,Tablet,Swiss Pharma,314,473.91,690,97,BT812574,Swiss Pharma Nigeria,A2,2026-11-24
SKU01539,Clotrimazole,Antifungal,200mg,Capsule,Evans,15118,18543.01,362,68,BT614233,Drugfield Pharmaceuticals,B1,2028-01-07
SKU01540,Loperamide,General Medicine,25mg,Tablet,Juhel,12494,17165.0,608,37,BT390242,Fidson Healthcare,C3,2029-02-05
SKU01541,Ibuprofen,NSAID,100mg,Tablet,Neimeth,1381,1773.23,497,26,BT207634,Evans Medical,D2,2027-11-24
SKU01542,Tramadol,Analgesic,500mg,Tablet,Fidson,7199,8381.95,514,97,BT857365,Evans Medical,D2,2026-11-15
SKU01543,Fexofenadine,Antihistamine,180mg,Syrup,GSK,14656,22115.04,978,28,BT588095,Evans Medical,C2,2027-12-08
SKU01544,Quetiapine,Psychiatric,50mg,Tablet,Juhel,4933,7136.53,606,35,BT567946,Fidson Healthcare,B3,2028-03-07
SKU01545,Paracetamol,Analgesic,500mg,Syrup,Juhel,8696,12264.19,511,38,BT990142,Emzor Pharmaceuticals,B2,2027-04-17
SKU01546,Rivastigmine,General Medicine,5mg,Capsule,Neimeth,11587,17408.93,694,72,BT859062,Emzor Pharmaceuticals,D3,2029-01-31
SKU01547,Acetazolamide,General Medicine,50mg,Tablet,Evans,12760,15748.15,776,80,BT586014,Fidson Healthcare,A3,2030-05-08
SKU01548,Verapamil,Antihypertensive,100mg,Tablet,Drugfield,8005,12715.31,577,77,BT308279,May & Baker Nigeria,A1,2030-02-27
SKU01549,Isoniazid,Antibiotic,250mg,Capsule,May & Baker,9761,15608.31,954,27,BT579759,Swiss Pharma Nigeria,C1,2027-09-17
SKU01550,Pregabalin,Antiepileptic,500mg,Capsule,Juhel,17820,26507.5,80,74,BT499010,Fidson Healthcare,A2,2028-12-02
SKU01551,Potassium Chloride,General Medicine,50mg,Tablet,Juhel,5854,7004.23,185,87,BT875713,Drugfield Pharmaceuticals,D1,2027-07-26
SKU01552,Loperamide,General Medicine,5mg,Tablet,Pfizer,8932,13173.81,827,86,BT703818,Swiss Pharma Nigeria,C1,2029-12-21
SKU01553,Diclofenac,NSAID,100mg,Capsule,GSK,382,585.33,566,92,BT820239,Emzor Pharmaceuticals,B2,2029-12-20
SKU01554,Levetiracetam,Antiepileptic,500mg,Capsule,Evans,19086,23206.5,448,36,BT548032,Drugfield Pharmaceuticals,B1,2027-06-22
SKU01555,Venlafaxine,Psychiatric,5mg,Tablet,Pfizer,2341,3510.62,496,65,BT830112,Swiss Pharma Nigeria,C2,2029-09-15
SKU01556,Vitamin B Complex,General Medicine,10mg,Capsule,Swiss Pharma,992,1278.86,766,24,BT417340,Evans Medical,A2,2029-02-15
SKU01557,Venlafaxine,Psychiatric,5mg,Tablet,Swiss Pharma,10327,12198.6,250,96,BT378884,Evans Medical,B2,2029-10-27
SKU01558,Insulin Regular,Antidiabetic,10mg,Tablet,Neimeth,13581,18363.52,854,31,BT792677,Swiss Pharma Nigeria,A2,2028-12-12
SKU01559,Carbimazole,Antifungal,200mg,Capsule,Juhel,17740,22456.48,249,71,BT314650,Emzor Pharmaceuticals,A2,2029-07-14
SKU01560,Oxybutynin,General Medicine,5mg,Capsule,Fidson,5424,7349.19,71,79,BT245923,Fidson Healthcare,A3,2027-06-28
SKU01561,Heparin,Anticoagulant,2.5mg,Tablet,Evans,802,950.83,646,52,BT372581,Drugfield Pharmaceuticals,A3,2028-01-27
SKU01562,Spironolactone,Diuretic,100mg,Tablet,Emzor,11035,15447.83,550,76,BT192850,Evans Medical,D1,2029-04-25
SKU01563,Ciprofloxacin,Antibiotic,250mg,Suspension,Drugfield,6159,7591.15,527,79,BT123375,Emzor Pharmaceuticals,A2,2028-12-04
SKU01564,Levofloxacin,Antibiotic,1g,Injection,GSK,9744,13601.14,716,43,BT794908,Fidson Healthcare,D3,2027-10-10
SKU01565,Amitriptyline,Psychiatric,100mg,Tablet,Juhel,14921,23657.12,807,73,BT614737,Evans Medical,D2,2029-12-08
SKU01566,Magnesium Hydroxide,General Medicine,5mg,Tablet,Neimeth,1198,1516.69,326,23,BT151404,Evans Medical,C2,2029-03-07
SKU01567,Nifedipine,Antihypertensive,5mg,Tablet,Swiss Pharma,15500,21370.17,332,95,BT816289,Evans Medical,D2,2030-06-14
SKU01568,Cefuroxime,Antibiotic,500mg,Capsule,GSK,174,201.1,785,34,BT863958,Fidson Healthcare,A3,2029-05-26
SKU01569,Esomeprazole,Antifungal,150mg,Capsule,Swiss Pharma,9579,11416.19,110,61,BT152048,Swiss Pharma Nigeria,D2,2029-08-13
SKU01570,Apixaban,Anticoagulant,20mg,Tablet,Emzor,13921,22034.42,351,36,BT226641,Drugfield Pharmaceuticals,C3,2029-01-23
SKU01571,Praziquantel,General Medicine,5mg,Capsule,Pfizer,15460,20041.55,176,48,BT135767,Swiss Pharma Nigeria,C1,2030-02-23
SKU01572,Telmisartan,Antihypertensive,100mg,Tablet,May & Baker,8801,12425.26,263,87,BT662947,Evans Medical,A2,2027-10-19
SKU01573,Citalopram,Psychiatric,10mg,Tablet,Pfizer,16003,22459.83,685,83,BT988667,May & Baker Nigeria,B1,2028-08-16
SKU01574,Colchicine,General Medicine,50mg,Tablet,Fidson,2941,4314.2,91,30,BT646412,May & Baker Nigeria,A2,2029-08-24
SKU01575,Pioglitazone,Antidiabetic,10mg,Injection,Juhel,2259,3596.33,277,98,BT966166,Fidson Healthcare,A1,2029-11-08
SKU01576,Tetracycline,Antibiotic,250mg,Capsule,Fidson,489,663.85,817,21,BT766571,Swiss Pharma Nigeria,C2,2027-01-10
SKU01577,Vitamin B Complex,General Medicine,100mg,Capsule,Emzor,16874,22730.62,738,88,BT127082,Drugfield Pharmaceuticals,B3,2027-01-08
SKU01578,Gabapentin,Antiepileptic,200mg,Tablet,Fidson,1045,1645.1,425,70,BT346036,Evans Medical,A3,2027-04-29
SKU01579,Digoxin,General Medicine,10mg,Capsule,Drugfield,4704,6299.13,344,56,BT238423,Emzor Pharmaceuticals,A3,2028-02-29
SKU01580,Acetazolamide,General Medicine,50mg,Capsule,Neimeth,16981,23948.75,988,82,BT989010,Emzor Pharmaceuticals,C3,2028-08-11
SKU01581,Warfarin,Anticoagulant,5mg,Injection,May & Baker,11459,17084.46,578,33,BT377222,Drugfield Pharmaceuticals,C2,2030-05-11
SKU01582,Ramipril,Antihypertensive,2.5mg,Tablet,GSK,15188,18357.89,583,74,BT926366,Swiss Pharma Nigeria,D2,2030-04-27
SKU01583,Atorvastatin,Statin,20mg,Tablet,GSK,15855,20483.1,410,29,BT570968,Evans Medical,C1,2028-01-10
SKU01584,Celecoxib,NSAID,100mg,Capsule,Neimeth,7483,11514.53,409,26,BT933622,Swiss Pharma Nigeria,A2,2027-12-10
SKU01585,Colchicine,General Medicine,50mg,Tablet,Drugfield,3657,5570.41,151,48,BT213402,Swiss Pharma Nigeria,A2,2027-11-23
SKU01586,Lisinopril,Antihypertensive,5mg,Tablet,Neimeth,7814,11206.62,646,30,BT954368,Drugfield Pharmaceuticals,A3,2030-03-02
SKU01587,Magnesium Sulphate,General Medicine,100mg,Tablet,Neimeth,13374,20499.22,237,29,BT593851,Emzor Pharmaceuticals,C3,2028-08-17
SKU01588,Lamotrigine,Antiepileptic,300mg,Tablet,Pfizer,8418,9957.01,808,27,BT277846,Swiss Pharma Nigeria,B1,2029-10-19
SKU01589,Clonazepam,Psychiatric,5mg,Tablet,Drugfield,4198,6117.33,327,77,BT311716,Swiss Pharma Nigeria,A1,2026-12-24
SKU01590,Azithromycin,Antibiotic,1g,Tablet,Neimeth,4349,6055.78,8,94,BT694369,Drugfield Pharmaceuticals,D1,2029-10-02
SKU01591,Acetazolamide,General Medicine,25mg,Tablet,Swiss Pharma,1801,2723.19,976,91,BT637075,Drugfield Pharmaceuticals,D2,2029-07-23
SKU01592,Mebendazole,Antifungal,100mg,Cream,Drugfield,14433,20417.6,683,66,BT212189,May & Baker Nigeria,A1,2029-07-04
SKU01593,Pantoprazole,Antifungal,200mg,Cream,Swiss Pharma,4508,6111.78,381,93,BT237764,Swiss Pharma Nigeria,C2,2029-08-01
SKU01594,Allopurinol,General Medicine,25mg,Tablet,Evans,8046,9425.65,520,66,BT909545,Fidson Healthcare,D1,2030-06-09
SKU01595,Diphenhydramine,Antihistamine,4mg,Syrup,Juhel,19468,22460.1,844,71,BT891424,May & Baker Nigeria,D1,2027-12-07
SKU01596,Erythromycin,Antibiotic,250mg,Injection,Juhel,12875,20196.45,832,64,BT729751,Emzor Pharmaceuticals,A1,2030-03-07
SKU01597,Rosuvastatin,Statin,10mg,Tablet,Swiss Pharma,4613,6285.62,462,62,BT806369,Fidson Healthcare,B1,2026-12-30
SKU01598,Magnesium Sulphate,General Medicine,10mg,Tablet,Swiss Pharma,14333,17541.53,161,26,BT187685,May & Baker Nigeria,C2,2029-06-20
SKU01599,Dapagliflozin,Antidiabetic,1000mg,Injection,Drugfield,2989,3753.34,831,35,BT242948,Fidson Healthcare,B3,2026-12-12
SKU01600,Ampicillin,Antibiotic,625mg,Suspension,Neimeth,16644,25466.55,551,44,BT225752,Emzor Pharmaceuticals,D3,2027-07-16
SKU01601,Metronidazole,Antifungal,500mg,Cream,Drugfield,2287,3079.78,17,76,BT136484,Fidson Healthcare,B3,2028-02-01
SKU01602,Pregabalin,Antiepileptic,200mg,Capsule,Swiss Pharma,5533,7387.23,88,85,BT635526,Drugfield Pharmaceuticals,B3,2027-06-02
SKU01603,Tazobactam,Antibiotic,250mg,Injection,GSK,13787,19080.63,956,69,BT859781,Drugfield Pharmaceuticals,A3,2027-04-12
SKU01604,Olanzapine,Psychiatric,50mg,Tablet,Pfizer,13052,20764.31,509,48,BT953706,Fidson Healthcare,A2,2028-02-03
SKU01605,Moxifloxacin,Antibiotic,1g,Tablet,GSK,12509,19131.05,908,55,BT167608,Fidson Healthcare,A2,2027-02-19
SKU01606,Terbutaline,Respiratory,100mcg,Inhaler,Drugfield,10541,14622.03,933,91,BT408768,Swiss Pharma Nigeria,C3,2026-12-29
SKU01607,Cimetidine,General Medicine,5mg,Tablet,Pfizer,14550,18422.42,926,53,BT124262,Swiss Pharma Nigeria,D2,2027-08-07
SKU01608,Methyldopa,Antihypertensive,50mg,Tablet,Drugfield,5730,6603.65,790,34,BT882450,Emzor Pharmaceuticals,C1,2027-04-16
SKU01609,Aluminium Hydroxide,General Medicine,100mg,Capsule,Neimeth,19069,30070.29,377,58,BT175371,May & Baker Nigeria,D1,2027-02-02
SKU01610,Lansoprazole,Antifungal,200mg,Cream,May & Baker,365,457.48,984,87,BT732573,Emzor Pharmaceuticals,B3,2030-04-04
SKU01611,Tetracycline,Antibiotic,1g,Tablet,Evans,4377,5634.65,902,98,BT893830,May & Baker Nigeria,B2,2027-08-11
SKU01612,Paroxetine,Psychiatric,100mg,Tablet,Swiss Pharma,7950,12251.24,938,93,BT151031,May & Baker Nigeria,C2,2029-09-28
SKU01613,Hydralazine,Antihypertensive,50mg,Tablet,Neimeth,17172,21210.25,990,63,BT623554,Drugfield Pharmaceuticals,C2,2030-06-02
SKU01614,Ampicillin,Antibiotic,1g,Tablet,GSK,5681,7584.96,828,56,BT247773,May & Baker Nigeria,C1,2027-12-08
SKU01615,Levetiracetam,Antiepileptic,100mg,Tablet,Pfizer,16951,26708.31,803,72,BT572561,Evans Medical,D1,2030-01-04
SKU01616,Levothyroxine,General Medicine,5mg,Capsule,Drugfield,3376,4175.61,18,98,BT363915,Swiss Pharma Nigeria,B3,2027-01-09
SKU01617,Nitrofurantoin,General Medicine,50mg,Capsule,GSK,18345,24169.31,602,98,BT797102,Swiss Pharma Nigeria,C3,2027-11-19
SKU01618,Olanzapine,Psychiatric,10mg,Tablet,Juhel,12435,17438.57,608,77,BT808830,Emzor Pharmaceuticals,A1,2027-04-25
SKU01619,Itraconazole,Antifungal,200mg,Tablet,Drugfield,8274,10220.59,867,34,BT524690,Fidson Healthcare,A1,2026-11-08
SKU01620,Cyclosporine,General Medicine,25mg,Capsule,Neimeth,12713,18442.47,568,75,BT413317,Drugfield Pharmaceuticals,C3,2027-07-23
SKU01621,Rivaroxaban,Anticoagulant,5mg,Injection,May & Baker,18707,26779.2,287,85,BT409401,Drugfield Pharmaceuticals,B3,2029-12-29
SKU01622,Dexamethasone,Corticosteroid,5mg,Tablet,Drugfield,4517,6767.07,605,88,BT684720,May & Baker Nigeria,A1,2030-05-29
SKU01623,Betamethasone,Corticosteroid,20mg,Cream,Juhel,14590,18928.59,615,87,BT146485,Fidson Healthcare,D2,2030-01-10
SKU01624,Pyrazinamide,Antibiotic,1g,Tablet,Neimeth,13501,15821.17,445,38,BT280065,Drugfield Pharmaceuticals,A2,2029-05-17
SKU01625,Clarithromycin,Antibiotic,250mg,Tablet,Juhel,13652,21637.22,769,100,BT843912,Fidson Healthcare,B3,2029-12-18
SKU01626,Tranexamic Acid,General Medicine,10mg,Capsule,Emzor,5818,7788.02,977,41,BT598734,Drugfield Pharmaceuticals,B3,2029-05-13
SKU01627,Artesunate,Antimalarial,20/120mg,Tablet,Pfizer,5903,9350.71,456,82,BT365347,Drugfield Pharmaceuticals,C3,2027-03-09
SKU01628,Telmisartan,Antihypertensive,2.5mg,Tablet,Fidson,6658,9589.27,9,87,BT601545,Swiss Pharma Nigeria,A3,2027-01-29
SKU01629,Clonazepam,Psychiatric,50mg,Tablet,GSK,4660,6749.59,206,78,BT184305,Drugfield Pharmaceuticals,D1,2030-02-01
SKU01630,Esomeprazole,Antifungal,500mg,Capsule,Emzor,3019,4465.79,537,58,BT142067,Emzor Pharmaceuticals,A1,2030-04-17
SKU01631,Colchicine,General Medicine,25mg,Tablet,Drugfield,12185,14333.27,475,51,BT380520,Drugfield Pharmaceuticals,B1,2028-04-17
SKU01632,Moxifloxacin,Antibiotic,500mg,Suspension,GSK,14191,19973.71,383,83,BT599642,Fidson Healthcare,D2,2028-01-25
SKU01633,Latanoprost,General Medicine,50mg,Tablet,Fidson,10885,13631.03,458,59,BT135973,Evans Medical,D1,2030-05-14
SKU01634,Pioglitazone,Antidiabetic,10mg,Tablet,Emzor,2660,3505.06,795,24,BT333200,Evans Medical,D1,2029-02-14
SKU01635,Colchicine,General Medicine,50mg,Tablet,Emzor,16780,24576.42,681,52,BT670444,Evans Medical,C1,2028-06-13
SKU01636,Sulfadoxine,Antimalarial,200mg,Tablet,Fidson,14496,21670.31,716,99,BT910876,Drugfield Pharmaceuticals,D2,2028-09-09
SKU01637,Tadalafil,General Medicine,50mg,Capsule,Neimeth,9791,12999.65,504,28,BT541584,May & Baker Nigeria,A1,2028-07-23
SKU01638,Brimonidine,General Medicine,100mg,Tablet,Evans,16153,20460.31,744,21,BT476428,May & Baker Nigeria,B3,2027-07-10
SKU01639,Codeine,Analgesic,1000mg,Syrup,Juhel,15746,21132.71,421,94,BT583535,Swiss Pharma Nigeria,C1,2029-04-24
SKU01640,Sertraline,Psychiatric,25mg,Tablet,Fidson,9942,13855.39,945,73,BT408711,Evans Medical,D2,2027-02-17
SKU01641,Piperacillin,Antibiotic,625mg,Injection,Evans,3869,5994.89,440,49,BT778435,Evans Medical,C2,2030-01-29
SKU01642,Risperidone,Psychiatric,25mg,Tablet,GSK,4639,7217.89,623,97,BT231090,Drugfield Pharmaceuticals,D3,2027-02-03
SKU01643,Oseltamivir,Antiviral,400mg,Tablet,Fidson,3788,4569.3,743,52,BT949646,Fidson Healthcare,C1,2027-01-29
SKU01644,Amitriptyline,Psychiatric,25mg,Tablet,Juhel,226,315.72,526,44,BT761321,Fidson Healthcare,D3,2028-07-28
SKU01645,Empagliflozin,Antidiabetic,850mg,Tablet,May & Baker,18242,22760.26,709,92,BT850629,Fidson Healthcare,B3,2028-01-13
SKU01646,Lorazepam,Psychiatric,5mg,Tablet,Juhel,5929,9292.38,70,91,BT493571,Fidson Healthcare,B2,2029-04-06
SKU01647,Ampicillin,Antibiotic,125mg,Suspension,Drugfield,19486,24674.66,116,30,BT512943,Emzor Pharmaceuticals,C3,2029-02-26
SKU01648,Telmisartan,Antihypertensive,100mg,Tablet,Swiss Pharma,8333,9996.89,357,92,BT845840,Evans Medical,A2,2029-04-29
SKU01649,Vitamin D3,General Medicine,5mg,Tablet,May & Baker,18926,26152.57,542,99,BT629753,Drugfield Pharmaceuticals,D1,2029-08-27
SKU01650,Timolol,Antihypertensive,25mg,Tablet,Juhel,1103,1295.8,25,99,BT807536,Swiss Pharma Nigeria,C1,2029-06-02
SKU01651,Pioglitazone,Antidiabetic,1000mg,Injection,Emzor,18551,25788.75,815,93,BT424752,Evans Medical,D3,2028-04-01
SKU01652,Pantoprazole,Antifungal,100mg,Tablet,GSK,1162,1632.16,134,72,BT424467,May & Baker Nigeria,B3,2026-12-27
SKU01653,Ferrous Sulphate,General Medicine,10mg,Capsule,Swiss Pharma,11323,15180.68,965,74,BT384732,Swiss Pharma Nigeria,B2,2029-03-28
SKU01654,Rosuvastatin,Statin,80mg,Tablet,May & Baker,1417,1795.01,352,91,BT627768,Drugfield Pharmaceuticals,D2,2027-01-03
SKU01655,Pyrimethamine,Antimalarial,20/120mg,Tablet,May & Baker,8200,11018.95,25,75,BT999783,May & Baker Nigeria,A3,2029-07-06
